Angular Second Moment_0,Angular Second Moment_1,Angular Second Moment_2,Angular Second Moment_3,Contrast_0,Contrast_1,Contrast_2,Contrast_3,Correlation_0,Correlation_1,Correlation_2,Correlation_3,Sum of Squares: Variance_0,Sum of Squares: Variance_1,Sum of Squares: Variance_2,Sum of Squares: Variance_3,Inverse Difference Moment_0,Inverse Difference Moment_1,Inverse Difference Moment_2,Inverse Difference Moment_3,Sum Average_0,Sum Average_1,Sum Average_2,Sum Average_3,Sum Variance_0,Sum Variance_1,Sum Variance_2,Sum Variance_3,Sum Entropy_0,Sum Entropy_1,Sum Entropy_2,Sum Entropy_3,Entropy_0,Entropy_1,Entropy_2,Entropy_3,Difference Variance_0,Difference Variance_1,Difference Variance_2,Difference Variance_3,Difference Entropy_0,Difference Entropy_1,Difference Entropy_2,Difference Entropy_3,Information Measure of Correlation 1_0,Information Measure of Correlation 1_1,Information Measure of Correlation 1_2,Information Measure of Correlation 1_3,Information Measure of Correlation 2_0,Information Measure of Correlation 2_1,Information Measure of Correlation 2_2,Information Measure of Correlation 2_3,diagnosis
0.002129474,0.001820084,0.002041034,0.001778971,9.540914152,14.01384808,9.05145374,14.29958751,0.992704623,0.989189519,0.993108994,0.988955738,653.9013899,648.1602515,656.7585518,647.3763251,0.377583646,0.332491232,0.365334092,0.326124988,208.2212373,208.1726446,208.3131954,208.2153039,2606.064645,2578.627158,2617.982754,2575.205713,7.172674338,7.166207875,7.170324604,7.163836182,9.563731697,9.829492987,9.658526569,9.861320528,0.000753603,0.00064455,0.00071905,0.000630255,2.601363571,2.855376045,2.678075321,2.885690058,-0.452896486,-0.409191711,-0.437548191,-0.403663506,0.998148136,0.996811758,0.997760638,0.996581915,0
0.010348851,0.009941505,0.010564229,0.00996203,1024.181189,1098.758197,981.1666726,1099.396742,0.738828674,0.719873629,0.750652819,0.719536174,1960.745852,1961.183074,1967.470956,1959.961748,0.484892976,0.429662645,0.50311173,0.431749251,318.5219623,318.506932,318.5272594,318.5560778,6818.802218,6745.9741,6888.717149,6740.45025,7.263542342,7.263155456,7.262167276,7.261618333,9.162831996,9.424277844,9.079502266,9.412882286,0.000873927,0.00072985,0.000915857,0.000734814,2.45175036,2.699004904,2.309312065,2.689250558,-0.557651607,-0.516612466,-0.571214892,-0.518097162,0.999581211,0.999294845,0.999648314,0.999307077,0
0.002494849,0.002013462,0.002206829,0.001946689,4.93920612,7.410355848,6.049417729,7.880379838,0.994831808,0.992253958,0.993673812,0.991735162,477.8466267,478.3317697,478.1250281,476.7413478,0.41861461,0.359434969,0.384915359,0.349837338,279.4831886,279.4583812,279.4866944,279.5130677,1906.447301,1905.916723,1906.450695,1899.085011,7.213481283,7.210081699,7.212124415,7.207607825,9.385344682,9.685836123,9.551596661,9.731385662,0.001080763,0.000896814,0.000973218,0.000869186,2.364230794,2.630140286,2.509063997,2.672862079,-0.491213529,-0.443040321,-0.464650027,-0.435310639,0.998890382,0.997979557,0.998456438,0.997772222,0
0.002974981,0.0024943,0.002806929,0.002448264,4.97671458,7.138185915,5.633604496,7.387992876,0.993139651,0.99015485,0.992255623,0.98981262,362.7158701,362.5229764,363.7222745,362.6051526,0.410348794,0.360427195,0.395322905,0.355539826,308.9066414,308.9218168,308.8860805,308.9202849,1445.886766,1442.95372,1449.255494,1443.032618,6.90495599,6.900618903,6.904128366,6.900348736,9.101588131,9.358462636,9.190577146,9.383445891,0.001037521,0.000883796,0.000985374,0.000870042,2.383809375,2.614944306,2.464201818,2.636690562,-0.46084369,-0.417278625,-0.445902035,-0.413093955,0.997850119,0.996397013,0.997434976,0.996214353,0
0.00139031,0.001073659,0.001281078,0.001107236,5.312096233,8.616402976,6.153579744,8.190522174,0.998046555,0.99682898,0.9977392,0.996986764,1359.674134,1358.616789,1360.929431,1359.090556,0.414165354,0.345354363,0.392775097,0.352928546,332.939901,332.9903053,332.9168637,332.9777719,5433.384439,5425.850754,5437.564143,5428.171703,7.905716966,7.902893128,7.905727473,7.903378501,10.09638044,10.45152155,10.20705646,10.41239702,0.000936431,0.000752134,0.00087667,0.000771931,2.431127708,2.740883931,2.524642126,2.707441294,-0.538673979,-0.487099595,-0.522749916,-0.492820745,0.999707327,0.999402572,0.999635449,0.999448135,0
0.001729204,0.00143359,0.00177329,0.001445506,10.25767912,12.76787116,5.84048696,12.7495874,0.991508355,0.989438687,0.995181732,0.989415395,603.9865981,604.4641697,606.0773943,602.2703606,0.384317733,0.335462097,0.393276538,0.336845815,314.3247254,314.3056671,314.3322598,314.3613348,2405.688713,2405.088808,2418.46909,2396.331855,7.436746566,7.435206388,7.441480114,7.433520478,9.803678043,10.04986306,9.745508193,10.04448128,0.000777427,0.000663692,0.000802641,0.000666279,2.552117319,2.76669773,2.486521862,2.765268697,-0.478378522,-0.440257885,-0.488084198,-0.440681064,0.998947856,0.998280465,0.999074218,0.998287254,0
0.001105327,0.000864929,0.001072132,0.000866211,5.616469189,8.655899275,5.387629236,8.732845414,0.998385499,0.997514855,0.998452,0.997486142,1739.38186,1741.528321,1740.190768,1736.941215,0.413374024,0.346772493,0.40459432,0.346501055,341.4276515,341.3687237,341.3572708,341.4939126,6951.910971,6957.457386,6955.375443,6939.032013,8.116239114,8.114919275,8.117015515,8.113164252,10.31847131,10.66100972,10.34969886,10.66391262,0.000854813,0.000691656,0.000834415,0.000689437,2.416662974,2.714646729,2.435508698,2.721383278,-0.550717946,-0.502780758,-0.546508063,-0.501975782,0.999803521,0.999611452,0.999791578,0.999606225,0
0.001277792,0.001105176,0.001362111,0.001110517,8.366725924,11.00015751,7.187642116,10.85410547,0.992290602,0.989857411,0.993399455,0.989992382,542.6315873,542.2756393,544.4733568,542.292134,0.34509232,0.308876989,0.362947,0.310359109,233.7747648,233.7855007,233.7849526,233.7854525,2162.159623,2158.1024,2170.705785,2158.314431,7.534236252,7.532136236,7.537217763,7.53226306,10.0795892,10.2831271,9.981366509,10.27531561,0.000838679,0.000737524,0.00089597,0.000741133,2.717121507,2.895200592,2.617576697,2.886750819,-0.458573451,-0.427330653,-0.474109143,-0.428539835,0.998756554,0.998127606,0.998987423,0.998157104,0
0.001609378,0.001243115,0.001544624,0.001282524,13.88430339,15.91071782,3.404057838,15.54556804,0.995450232,0.994778846,0.998885942,0.99490912,1525.825382,1523.678263,1527.773438,1526.805643,0.482781557,0.407822915,0.479291144,0.418173165,350.0073012,350.0610276,349.9148704,349.9738145,6089.417224,6078.802334,6107.689693,6091.677002,8.010725982,8.008128021,8.013047889,8.009805523,9.929344122,10.28501123,9.901167136,10.23719102,0.001100376,0.000891615,0.001094533,0.000921392,2.221732494,2.51945432,2.15234783,2.473259331,-0.584539238,-0.533629097,-0.588756575,-0.540741445,0.9998628,0.999719426,0.999870835,0.99974646,0
0.001007006,0.000851205,0.001045413,0.0008693,8.986832333,12.08278237,7.961591291,11.7421768,0.994127631,0.992101721,0.994796231,0.992320366,765.179475,764.899645,764.9831789,764.501074,0.343284462,0.300381605,0.354035754,0.305987438,252.4130245,252.4233113,252.4084611,252.4351913,3051.731068,3047.515798,3051.971124,3046.262119,7.763463322,7.762003189,7.763837756,7.76148056,10.36796973,10.58772288,10.2917179,10.56503488,0.000670183,0.000579407,0.00070058,0.000589239,2.7606122,2.952576464,2.682221295,2.934394175,-0.467870346,-0.435369463,-0.479106569,-0.438585854,0.999110534,0.998618621,0.999235958,0.998676815,0
0.002630559,0.002192455,0.002712963,0.002226044,7.936016239,10.29466527,5.736803124,10.03021907,0.99153418,0.98899212,0.993948095,0.989300778,468.7092588,467.6043569,473.9667313,468.7359264,0.385834973,0.338803461,0.39891612,0.34309442,257.6860524,257.7203147,257.5940864,257.6793103,1866.901019,1860.122762,1890.130122,1864.913487,7.029243436,7.024026993,7.031325407,7.025911308,9.401238264,9.636547591,9.305289055,9.615290398,0.000874203,0.00075208,0.000920147,0.000763551,2.592376638,2.793736238,2.47444457,2.772987694,-0.442778044,-0.403480557,-0.459185197,-0.407378908,0.997614199,0.99615899,0.998047008,0.996340154,0
0.001261588,0.001047342,0.001273089,0.001056355,7.210676527,10.24925664,6.987210008,10.05366375,0.994617951,0.992347995,0.99479483,0.99249496,669.8821048,669.7105449,671.1798601,669.7941536,0.360283797,0.314298885,0.364581124,0.316258232,275.9790696,275.9933878,275.9682309,275.9926583,2672.317743,2668.592923,2677.732231,2669.122951,7.600131901,7.59740341,7.601257773,7.597717037,10.06014214,10.31545503,10.04091064,10.30271965,0.000899373,0.000763784,0.000912353,0.000770297,2.621337629,2.85047238,2.600975899,2.837708138,-0.476959288,-0.438231843,-0.480090009,-0.440209131,0.99908227,0.998468351,0.999120274,0.998508143,0
0.001600864,0.00139192,0.001766171,0.001411088,6.392538553,8.299527022,5.104259675,8.074226272,0.991607839,0.989104594,0.993321233,0.9893996,380.8636702,380.8727765,382.1259213,380.8453688,0.377368607,0.340243312,0.407139422,0.343584747,208.126026,208.1387441,208.1483971,208.1400807,1517.062142,1515.191579,1523.399426,1515.307249,7.267862965,7.26625365,7.27204498,7.266345897,9.63553933,9.832427029,9.489138465,9.811290472,0.001172931,0.001038034,0.001290644,0.001051323,2.5450599,2.712891884,2.4012389,2.694724402,-0.464105636,-0.432725531,-0.488088945,-0.436070292,0.998519839,0.997804902,0.99890756,0.997895033,0
0.003591301,0.003275616,0.003708685,0.003295494,12.66046482,15.36674151,10.02265059,14.70838828,0.994202022,0.992969155,0.995432878,0.993252881,1091.800036,1092.808964,1097.261169,1089.975445,0.430974054,0.380454454,0.443453252,0.382235063,322.6190393,322.584116,322.6785668,322.6625829,4354.53968,4355.869114,4379.022024,4345.19339,7.404743969,7.404162314,7.395793402,7.401624281,9.56692339,9.822125846,9.491560756,9.814135212,0.00080629,0.000682476,0.000835336,0.000684873,2.502880056,2.729913751,2.41113262,2.725645131,-0.516243874,-0.476895288,-0.527910065,-0.477656161,0.999357455,0.9989335,0.999447169,0.998941874,0
0.002809747,0.00235259,0.002627489,0.002310797,5.692187893,8.274206022,6.640504671,8.597488377,0.9919908,0.988349466,0.990649852,0.987872925,355.353092,355.0998516,355.1015831,354.4749314,0.391746346,0.341857126,0.373187926,0.336543623,274.7645592,274.7673087,274.7821175,274.7894271,1415.72018,1412.1252,1413.765828,1409.302237,7.001978582,6.995752947,6.999748123,6.994040092,9.294774553,9.558586556,9.403423677,9.5845854,0.000914613,0.000774068,0.000857475,0.000760337,2.467775351,2.709117157,2.568210849,2.733944906,-0.454402159,-0.410431047,-0.436297967,-0.405844826,0.997882188,0.996402273,0.997365973,0.996194805,0
0.001292864,0.001038232,0.001188073,0.001029708,5.170167164,7.935900087,6.171473509,8.040130133,0.996889176,0.995216128,0.9962939,0.995166438,830.9964068,829.4432747,832.6103076,831.6983348,0.409748184,0.350190271,0.387211929,0.348134949,299.7807763,299.8212546,299.770492,299.7390352,3318.81546,3309.837199,3324.269757,3318.753209,7.784558796,7.781868686,7.785431219,7.783595505,9.993723298,10.30412199,10.12321662,10.31649967,0.000983921,0.000813421,0.000911928,0.000808111,2.410903037,2.685026743,2.525221799,2.693224503,-0.527460444,-0.481464031,-0.508700669,-0.480031936,0.999611187,0.999273152,0.999499151,0.999260127,0
0.00179975,0.001438412,0.00168407,0.001448905,4.513003215,6.848434242,4.985504637,6.74850906,0.998385473,0.997549077,0.998218814,0.997584697,1397.624384,1397.113576,1399.490412,1397.031467,0.444778086,0.382406221,0.427156478,0.383530209,351.8656703,351.8835229,351.8827587,351.8853881,5585.984533,5581.605869,5592.976144,5581.37736,7.828502405,7.825216806,7.827195274,7.825312536,9.871470007,10.18060759,9.953011424,10.1700694,0.001014472,0.000844365,0.000968401,0.000850729,2.330193315,2.592671252,2.392190687,2.582230468,-0.555360764,-0.509960432,-0.543273176,-0.511486847,0.999747165,0.999529381,0.999701509,0.999539063,0
0.001232526,0.000995254,0.001256368,0.001004322,27.27040467,29.87647743,5.366409551,29.81930689,0.990437156,0.989532786,0.998131081,0.989527676,1425.852263,1427.145624,1435.698595,1423.719612,0.396597804,0.34231261,0.409422738,0.343653788,326.2790404,326.2183823,326.1321873,326.3254505,5676.138649,5678.706017,5737.42797,5665.059142,7.998866042,7.997678956,8.006179307,7.995974488,10.34312475,10.62481876,10.22246829,10.61423051,0.000790064,0.000665621,0.000832578,0.000668239,2.587783321,2.821966254,2.43425051,2.816436868,-0.523567494,-0.483524569,-0.541741214,-0.484662562,0.999674019,0.999429078,0.999748556,0.999437171,0
0.002088779,0.001714205,0.002092293,0.001725117,6.925897311,9.578828224,5.432277688,9.591921721,0.994716061,0.992680303,0.995875434,0.992676304,655.3725561,654.3186724,658.52724,654.8553007,0.40348502,0.348412715,0.411067044,0.349313642,297.3325746,297.3594221,297.3955179,297.3424361,2614.564327,2607.695861,2628.676682,2609.829281,7.346733466,7.341724764,7.345227695,7.342424272,9.61688422,9.89682556,9.579439592,9.89025713,0.000811447,0.000678405,0.000824154,0.000681098,2.487637284,2.73927228,2.446569363,2.732327935,-0.487638032,-0.443432464,-0.493783061,-0.444565452,0.998986429,0.998219819,0.999063662,0.998245943,0
0.002039059,0.001822723,0.00227299,0.001839162,8.963586462,11.03308845,7.073401028,10.88723952,0.983442825,0.979618707,0.986968522,0.979878805,270.6858721,270.6670348,271.3967394,270.5415737,0.335199831,0.307427751,0.365597891,0.309750474,228.4532871,228.4580991,228.4423125,228.4609667,1073.779902,1071.635051,1078.513557,1071.279055,6.917857801,6.915209842,6.921528576,6.914982797,9.524761166,9.677311657,9.362279211,9.666499974,0.000779162,0.000706193,0.000865972,0.000710358,2.761314646,2.895872239,2.607083346,2.887972574,-0.393462724,-0.367756751,-0.421205234,-0.369468219,0.995281532,0.99359504,0.996610114,0.993722222,0
0.001640031,0.00123073,0.001482493,0.00128204,5.496561945,8.375790553,4.723003632,7.821009132,0.997077054,0.995546847,0.997499331,0.995832172,940.2435177,940.4337529,944.3479205,938.2596504,0.457363811,0.375737966,0.432727732,0.386048179,314.3953146,314.3753818,314.4674575,314.4391043,3755.477509,3753.359221,3772.668678,3745.217593,7.798900643,7.797564737,7.796617725,7.796465034,9.829217274,10.21930879,9.917642878,10.16988676,0.00093429,0.000735604,0.00087029,0.000758103,2.306330022,2.636710701,2.362813922,2.59658974,-0.556009638,-0.498744188,-0.543361271,-0.505734294,0.99974199,0.9994374,0.999694033,0.999487848,0
0.002597041,0.002209751,0.002588869,0.002224089,5.690063411,7.808987539,3.972982128,7.685355528,0.99692906,0.995788042,0.997861931,0.995844805,926.4367578,927.002119,929.1051603,924.7887867,0.473435934,0.407399448,0.469675569,0.408461606,355.9550898,355.9413375,356.0019047,356.001231,3700.056968,3700.199489,3712.447659,3691.469791,7.627088708,7.626186832,7.621392402,7.624758079,9.561236919,9.88078504,9.572950667,9.872489122,0.000945352,0.000779059,0.000934694,0.000781392,2.275840432,2.546453395,2.261661981,2.544148431,-0.562704418,-0.514747373,-0.561170313,-0.515700793,0.999719657,0.999469502,0.999714212,0.999475479,0
0.001451135,0.001167362,0.001467932,0.001203844,5.925616534,8.497621048,5.021382544,8.02412541,0.995957074,0.994194931,0.996586085,0.994528243,732.8376563,731.9139061,735.428803,733.2311107,0.408358608,0.351335726,0.416956867,0.359809906,274.1831943,274.2097124,274.1799306,274.1588923,2925.425009,2919.158003,2936.69383,2924.900317,7.644201682,7.641575566,7.645306891,7.643119071,9.876460641,10.16499224,9.831146619,10.12260135,0.000830608,0.000696647,0.000855732,0.000715168,2.449115655,2.693319266,2.388670781,2.655515894,-0.51415639,-0.470539577,-0.521379992,-0.477202378,0.999462248,0.999038677,0.999512429,0.999121233,0
0.00186927,0.001505807,0.0018717,0.001532352,12.62657058,15.34377951,5.637872771,15.05908342,0.990576995,0.988553602,0.995794427,0.988746478,669.9863982,670.2449089,670.2859167,669.0831312,0.395805277,0.339606524,0.405241145,0.343459549,257.4294603,257.4241789,257.4081816,257.4631061,2667.319022,2665.635856,2675.505794,2661.273442,7.521270771,7.519213262,7.52039266,7.518245866,9.882939651,10.15715212,9.782599993,10.13738374,0.000785137,0.000657785,0.000812251,0.000666062,2.604789749,2.838996144,2.468686549,2.823261557,-0.485666253,-0.443693914,-0.501120588,-0.446459156,0.999116727,0.99847212,0.999278388,0.998524865,0
0.003397274,0.002860749,0.003573952,0.002895254,5.239736158,7.295658125,4.564140869,7.093460633,0.99716901,0.996056991,0.997543983,0.996167763,925.4247905,925.1382992,929.1753543,925.4986261,0.41780507,0.369281599,0.4363782,0.373062167,368.893885,368.9114541,368.8414817,368.9084192,3696.459426,3693.257539,3712.137276,3694.901044,7.096966204,7.089586195,7.099297493,7.090734165,9.270440834,9.509409734,9.183436908,9.491009155,0.00090293,0.000778273,0.00095373,0.000787939,2.411598376,2.620400512,2.32440501,2.602848761,-0.483142297,-0.44385289,-0.497595002,-0.446969991,0.998636934,0.99779427,0.99885879,0.997877599,0
0.001422061,0.00124441,0.001548168,0.001274176,6.53452072,8.385296207,5.433321323,8.089071307,0.994679554,0.993167107,0.995571627,0.993406093,614.0951767,613.5978303,613.4669559,613.3747099,0.383243593,0.345034313,0.405212284,0.351724354,210.7647672,210.7536169,210.749542,210.7662165,2449.846186,2446.006025,2448.434502,2445.409768,7.586570562,7.584611329,7.586866996,7.584377031,9.967529257,10.1509978,9.840673203,10.12309715,0.000879461,0.000780418,0.000947777,0.000795624,2.557715707,2.716253414,2.438548592,2.69359014,-0.487758429,-0.459756233,-0.506813478,-0.463894562,0.999193332,0.998832187,0.999372034,0.998893797,0
0.00157504,0.001316992,0.001636818,0.00133728,56.37348916,58.80760821,7.498187216,58.45082621,0.966821115,0.965332515,0.995640958,0.965608514,849.5386264,848.1666469,860.0728086,849.7862763,0.406101219,0.353803562,0.420730009,0.358876879,296.7757921,296.8148581,296.6772148,296.7603544,3341.781016,3333.858979,3432.793047,3340.694279,7.647967746,7.64528679,7.643964053,7.64676914,9.910452386,10.17224701,9.822402173,10.14641616,0.00079958,0.000677641,0.000833662,0.000689392,2.533661497,2.758917684,2.418160399,2.733852247,-0.511854998,-0.472289671,-0.525613134,-0.476491424,0.999452624,0.999071701,0.999545456,0.999123418,0
0.001369782,0.001142175,0.001446678,0.001161001,26.17968127,28.64255633,5.178423625,28.32434114,0.983232126,0.981621263,0.996724907,0.981849833,780.6499852,779.2308207,790.5764645,780.2776966,0.395018974,0.345813536,0.412215585,0.350091371,263.3928922,263.4237063,263.2099507,263.3866832,3096.420259,3088.280727,3157.127434,3092.786445,7.635377532,7.632033676,7.634965118,7.633475412,9.943296238,10.19618124,9.854838509,10.1702777,0.000942307,0.000803123,0.000987347,0.000815661,2.500663832,2.727160005,2.413511145,2.701825145,-0.502108202,-0.463704755,-0.515903877,-0.467866659,0.999363173,0.998938111,0.999470931,0.998996266,0
0.002298454,0.001814671,0.002285055,0.00186831,4.640213124,7.013274576,4.475236144,6.921034342,0.99719622,0.995767756,0.997296458,0.995803852,827.4924992,828.552695,827.6618024,824.6889298,0.429824068,0.367341893,0.433534612,0.371824178,374.7328331,374.7023629,374.7244805,374.7910658,3305.329784,3307.197505,3306.171973,3291.834685,7.378777181,7.376367302,7.378847995,7.375056211,9.503371609,9.809326809,9.485835302,9.790744219,0.000887609,0.000738084,0.000899899,0.000744227,2.341125171,2.600625225,2.317332904,2.593586066,-0.511301823,-0.463521555,-0.514080652,-0.465992056,0.99926875,0.998654498,0.999294347,0.998694077,0
0.002099625,0.001639509,0.001998995,0.001682327,6.757038766,9.193636063,4.393022165,9.05164593,0.995858357,0.994355125,0.997323445,0.994455723,815.7436643,814.3347888,820.6485753,816.3053209,0.456516859,0.385045355,0.449002202,0.392912503,335.4049517,335.4523691,335.4738098,335.3880155,3256.217619,3248.145519,3278.201279,3256.169638,7.594441369,7.591291631,7.592937568,7.593425788,9.609849819,9.963670387,9.630469819,9.917402797,0.000929892,0.000751373,0.000901085,0.000773807,2.309367551,2.61417114,2.31716248,2.568719318,-0.543959638,-0.490092199,-0.541625082,-0.497522495,0.999619191,0.999223612,0.999608788,0.999297446,0
0.002828677,0.002074624,0.002558748,0.002130524,1.469394135,2.408102142,1.412089251,2.313788886,0.998987697,0.998340657,0.999027301,0.998403433,725.768024,725.6191586,725.8615251,724.6137414,0.648428526,0.551787785,0.619946949,0.55996393,247.7150957,247.7043276,247.656894,247.7446369,2901.602702,2900.068532,2902.034011,2896.141177,7.699110017,7.698648344,7.697846245,7.697393166,8.877419584,9.312728912,8.977442057,9.275565124,0.001878505,0.001513298,0.001748774,0.001541221,1.584791647,1.916587755,1.647633684,1.891707413,-0.675057697,-0.610061122,-0.660206371,-0.615339171,0.999941073,0.999859178,0.999928133,0.999868585,0
0.001668598,0.001308937,0.00160904,0.001340045,8.945683952,12.26507282,6.440627466,11.74273414,0.99381823,0.991512515,0.995593387,0.991886116,723.5536335,722.5386876,730.7912082,723.6197753,0.39355471,0.330148861,0.386394852,0.336582783,265.6790884,265.710683,265.5409873,265.6732974,2885.26885,2877.889678,2916.724205,2882.736367,7.548160971,7.544073863,7.551062189,7.545456796,9.883403976,10.21341294,9.87952609,10.17519846,0.00084898,0.000690749,0.000839204,0.000707654,2.57267952,2.851763095,2.533501682,2.815477035,-0.491656051,-0.44106467,-0.492884634,-0.447126596,0.999203982,0.998453361,0.999218836,0.998572777,0
0.001423286,0.001151673,0.001402016,0.001192639,6.527145462,9.45242008,6.323336943,8.913997549,0.996241817,0.994553046,0.99636694,0.994865595,868.3911249,867.6794158,870.2495236,868.0652278,0.384345885,0.33075752,0.384162945,0.339223247,304.6811578,304.7051808,304.6858685,304.6938071,3467.037354,3461.265243,3474.674757,3463.346914,7.700998407,7.698178137,7.702793191,7.69899728,10.05039013,10.32912968,10.04484052,10.2849619,0.000879479,0.000740821,0.000885856,0.000761176,2.552395298,2.788799409,2.53008267,2.751352122,-0.501161511,-0.459463882,-0.502361558,-0.46613495,0.99939717,0.998944702,0.99940779,0.999035379,0
0.001050484,0.000966198,0.001169476,0.000974336,16.29068981,19.132515,13.04385278,18.83532163,0.978903141,0.975204666,0.983117348,0.975594247,386.092783,385.8087843,386.3093508,385.878725,0.265993722,0.247331077,0.289979998,0.249185866,209.0941341,209.0976116,209.0862874,209.0951442,1528.080442,1524.102622,1532.19355,1524.679579,7.310499392,7.30794071,7.313300874,7.308335867,10.34505568,10.46363786,10.19302308,10.45176639,0.000516631,0.00047676,0.000572507,0.000480606,3.157941925,3.265035474,3.009214302,3.254649721,-0.363259125,-0.344347113,-0.387433111,-0.346271198,0.994920683,0.993541923,0.996261983,0.993698347,0
0.001262967,0.001048216,0.00127232,0.001057145,10.49949736,14.30218997,9.195052113,14.05375552,0.990655948,0.98725203,0.991838179,0.987481575,561.8278488,560.9595294,563.2966028,561.3228204,0.338783301,0.290786611,0.339142139,0.292612522,318.1918918,318.2057812,318.1594614,318.1938496,2236.811898,2229.535928,2243.991359,2231.237526,7.528395607,7.525444797,7.529406667,7.525952742,10.17342862,10.43064758,10.13800119,10.41867717,0.000682933,0.000579006,0.00069528,0.000583725,2.83909624,3.055500149,2.781655768,3.043137046,-0.442953952,-0.403367542,-0.44851406,-0.405293027,0.998467303,0.997425713,0.998575535,0.997490527,0
0.001594197,0.001312278,0.001426197,0.001295979,5.897660018,8.75343259,7.443827617,8.964982507,0.994110744,0.991255399,0.992576016,0.991043092,500.7135327,500.5049997,501.3364323,500.450754,0.385397927,0.332641573,0.355285509,0.329082013,233.242339,233.2489364,233.2431842,233.2508757,1996.956471,1993.266566,1997.901902,1992.838033,7.429980296,7.426538476,7.428881747,7.426002661,9.752799973,10.03590116,9.92088035,10.05275281,0.001117174,0.000934043,0.001007989,0.000923358,2.492056305,2.747294423,2.642766396,2.762671372,-0.484691323,-0.440645033,-0.458755687,-0.437986856,0.999023739,0.998277895,0.998637483,0.998217643,0
0.001634189,0.001365753,0.001699409,0.001384614,79.2803049,81.67217861,5.728201387,81.37578626,0.95524092,0.953828061,0.996809654,0.954066205,885.6337611,884.4352195,897.739877,885.7942898,0.410384507,0.358319273,0.427477472,0.362489463,290.4230588,290.4422471,290.2179909,290.394342,3463.254739,3456.0687,3585.231307,3461.801373,7.728153181,7.725123415,7.727026619,7.726613397,9.966850964,10.2242753,9.88197131,10.20134589,0.000814601,0.00069182,0.000855018,0.000702717,2.493607449,2.719212819,2.39051606,2.69588614,-0.521619661,-0.48320027,-0.534791348,-0.486860566,0.99955887,0.999258609,0.999631721,0.999295109,0
0.001569503,0.001275626,0.001439571,0.001252062,4.897731834,7.531018297,5.88604503,7.632936802,0.996273659,0.994251363,0.99552088,0.994193263,657.1770614,655.0263958,657.0538054,657.2483571,0.419660462,0.361407459,0.396999238,0.358549328,298.9407922,298.9752731,298.947946,298.9051406,2623.810514,2612.574565,2622.329177,2621.360491,7.666083767,7.662498305,7.665471259,7.664504398,9.825205425,10.12784285,9.954255831,10.14323685,0.000930547,0.000773303,0.000863043,0.000766901,2.373378734,2.646020495,2.491474061,2.654501182,-0.526656786,-0.480794998,-0.507297357,-0.478970279,0.999554851,0.999177544,0.999423652,0.999158993,0
0.001477557,0.00121548,0.001525105,0.00126144,5.576744368,7.948507777,4.961741503,7.392309417,0.997275923,0.996111141,0.997575914,0.996391624,1023.602485,1021.958786,1023.425028,1024.326322,0.401131991,0.350496363,0.415547814,0.359987245,296.283798,296.3314282,296.2835781,296.2642542,4088.833196,4079.886635,4088.738369,4089.912978,7.830567259,7.826553744,7.830880417,7.829035773,10.09761315,10.35283098,10.01978357,10.30478592,0.000866217,0.000737196,0.000907484,0.000760723,2.455715506,2.682203701,2.381127947,2.63574617,-0.522903611,-0.485274906,-0.534244195,-0.492701694,0.999607203,0.999342012,0.999663555,0.999406607,0
0.002178647,0.001831127,0.002088023,0.00178584,9.783633343,11.60501471,5.032599092,12.17779842,0.994316575,0.993241311,0.997097557,0.992930128,860.7162814,858.5256333,866.9591219,861.245982,0.429887211,0.379949036,0.422328957,0.374458035,301.3041378,301.3746238,301.3618798,301.2921824,3433.081492,3422.497518,3462.803889,3432.806129,7.462930684,7.457984427,7.463421837,7.45929049,9.602806116,9.849075181,9.629941264,9.875880819,0.000882546,0.000757853,0.000860009,0.000747293,2.389638616,2.606718564,2.385560712,2.626896739,-0.515663445,-0.477201535,-0.512203121,-0.473484386,0.999366926,0.998956801,0.99934009,0.998907263,0
0.001803245,0.001527024,0.001884503,0.001552959,6.550091638,8.776499633,5.655630449,8.589471858,0.9965317,0.995349001,0.997019612,0.995452463,944.2797612,943.5069521,948.8077441,944.4093149,0.382891343,0.340022169,0.399501,0.344056211,346.3615851,346.3787891,346.2864966,346.3604317,3770.568953,3765.251309,3789.575346,3769.047788,7.476968364,7.47401928,7.478933071,7.474738895,9.828983117,10.04983999,9.742163172,10.03137487,0.000880522,0.000766501,0.000932479,0.000776215,2.56272674,2.751784191,2.469327478,2.737678879,-0.483820388,-0.449587884,-0.497521404,-0.452529721,0.999056231,0.998527668,0.999210942,0.998583303,0
0.001170991,0.000932281,0.001093706,0.000974774,7.495992108,11.60944521,8.323644727,10.53629917,0.995271369,0.992672267,0.994755946,0.993352904,792.6176147,792.158001,793.6269601,792.5489877,0.35754768,0.299446824,0.341061457,0.310923809,192.2861675,192.3306816,192.3414353,192.3092808,3162.974467,3157.022559,3166.184196,3159.659652,7.656790961,7.65051545,7.656669632,7.652637278,10.13293726,10.45266441,10.22005671,10.38612958,0.001087785,0.000882678,0.001030936,0.000923873,2.648371399,2.934026888,2.715778389,2.869735716,-0.479725677,-0.431565134,-0.466814549,-0.441668631,0.999164657,0.998410905,0.999008337,0.998611889,0
